player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Jared Goff,10635,QB,DET,1,90.0,30,33,5.1,2.6,2,0,0.0,81.8,27,0,13,0.0,35,0,14,11,78.4,79.8,78.4,,0,2,36,0,15.4,80.7,5.7,2,0,0,1,1,1,2.8,231,7.0
Baker Mayfield,46518,QB,TB,1,73.3,30,32,9.1,3.09,1,2,6.3,65.6,21,0,11,4.5,41,1,14,30,79.6,94.8,92.0,88.4,0,1,41,0,9.1,93.4,2.4,1,7,0,1,2,0,0.0,221,6.9
Lamar Jackson,46416,QB,BLT,1,62.1,29,32,8.8,2.97,0,2,6.1,50.0,16,0,16,11.1,35,2,13,3,79.9,87.7,81.4,87.4,1,0,36,2,0.0,92.8,0.0,0,3,1,1,2,0,0.0,217,6.8
Mac Jones,60323,QB,JAX,1,70.0,30,32,8.9,2.73,1,2,6.1,62.5,20,0,11,4.8,36,1,11,15,79.2,60.8,56.2,71.1,0,1,37,0,18.2,70.4,5.6,2,2,0,1,0,1,2.7,225,7.0
Bailey Zappe,60396,QB,CLV,1,60.0,30,31,8.1,2.68,0,3,8.8,51.6,16,0,9,11.1,33,2,8,8,78.8,41.0,43.7,57.9,0,2,37,1,11.1,51.8,3.0,1,1,0,1,1,4,10.8,170,5.5
Russell Wilson,7077,QB,PIT,1,75.0,28,31,7.8,2.44,2,2,5.9,54.8,17,0,11,19.0,37,4,9,25,79.5,72.7,71.2,63.5,0,0,40,0,36.4,78.4,10.8,4,2,0,1,1,0,0.0,148,4.8
Drew Lock,39517,QB,NYG,1,85.7,28,29,3.7,2.25,0,1,3.4,75.9,22,0,10,8.3,29,2,4,21,77.4,63.4,60.5,62.7,0,1,29,0,0.0,82.3,0.0,0,0,0,1,1,1,3.4,138,4.8
Caleb Williams,144622,QB,CHI,1,91.3,23,29,2.1,3.01,0,0,0.0,72.4,21,0,11,0.0,33,0,10,6,27.7,56.4,56.9,56.3,0,0,35,0,9.1,95.2,3.0,1,2,1,5,1,1,2.9,148,5.1
Bo Nix,97790,QB,DEN,1,89.7,29,29,6.0,2.91,0,3,10.0,89.7,26,0,5,0.0,33,0,17,10,78.9,90.3,85.4,77.7,0,0,35,1,0.0,152.4,0.0,0,4,0,0,4,0,0.0,321,11.1
Joe Milton III,82151,QB,NE,1,81.5,27,29,10.5,3.33,0,3,9.4,75.9,22,0,11,0.0,32,0,15,19,79.8,95.8,94.9,72.6,0,0,35,1,0.0,111.4,0.0,0,2,0,2,1,0,0.0,241,8.3
Geno Smith,7820,QB,SEA,1,80.0,25,27,9.0,2.58,2,1,3.6,74.1,20,0,8,0.0,29,0,13,29,77.9,81.7,79.6,62.7,0,0,30,0,25.0,137.8,6.9,2,0,0,0,4,1,3.3,223,8.3
Davis Mills,52269,QB,HST,1,57.1,21,22,7.5,2.37,0,0,0.0,54.5,12,0,4,0.0,24,0,4,13,77.1,66.7,61.0,74.7,1,0,26,0,25.0,71.8,4.2,1,1,0,0,0,0,0.0,128,5.8
Mitch Trubisky,11757,QB,BUF,1,75.0,20,21,6.9,2.39,0,0,0.0,71.4,15,0,6,0.0,23,0,6,4,76.5,61.1,62.9,53.8,0,0,23,0,0.0,97.5,0.0,0,1,0,1,1,0,0.0,101,4.8
Marcus Mariota,9435,QB,WAS,1,94.1,17,18,9.7,2.85,0,1,5.3,83.3,15,0,6,6.3,22,1,10,32,77.0,88.1,85.5,69.1,0,0,24,0,33.3,141.0,9.1,2,2,1,0,2,0,0.0,161,8.9
Will Levis,83542,QB,TEN,1,66.7,15,17,16.0,2.46,0,1,5.6,52.9,9,0,6,10.0,19,1,6,31,24.2,47.2,60.0,29.2,2,0,20,2,16.7,108.7,5.3,1,1,0,0,1,1,5.0,175,10.3
Carson Wentz,10636,QB,KC,1,62.5,16,17,5.6,2.56,0,0,0.0,58.8,10,0,11,0.0,22,0,4,16,75.9,44.3,44.8,,1,0,23,0,36.4,75.1,18.2,4,0,0,0,0,0,0.0,98,5.8
Malik Willis,60341,QB,GB,1,76.9,13,13,9.9,3.21,0,0,0.0,76.9,10,0,6,0.0,16,0,4,12,23.2,42.5,36.8,68.0,0,0,19,0,50.0,109.8,18.8,3,0,0,0,0,1,5.3,136,10.5
Jordan Love,40306,QB,GB,1,66.7,12,12,6.5,3.18,0,0,0.0,58.3,7,0,3,12.5,12,1,3,12,72.8,61.5,60.9,,0,0,13,0,0.0,74.7,0.0,0,0,0,0,0,0,0.0,69,5.8
Jayden Daniels,97993,QB,WAS,1,58.3,12,12,9.2,3.12,0,0,0.0,50.0,6,0,6,14.3,17,1,2,32,75.4,59.5,51.7,74.2,0,0,17,0,66.7,56.9,23.5,4,1,0,0,0,0,0.0,38,3.2
Mike White,46453,QB,BUF,1,44.4,9,11,9.9,2.34,1,0,0.0,27.3,3,0,2,25.0,12,1,1,4,72.4,45.8,46.2,,1,0,12,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,28,2.5
Mason Rudolph,46569,QB,TEN,1,77.8,9,9,2.7,2.73,0,0,0.0,77.8,7,0,2,0.0,12,0,4,31,72.8,62.9,59.1,63.1,0,0,13,0,50.0,99.1,8.3,1,1,0,0,0,0,0.0,70,7.8
C.J. Stroud,129759,QB,HST,1,100.0,6,6,5.8,2.38,0,0,0.0,100.0,6,0,2,0.0,6,0,4,13,68.9,85.5,83.6,,0,0,6,1,0.0,141.0,0.0,0,0,0,0,1,0,0.0,50,8.3
Dorian Thompson-Robinson,83574,QB,CLV,1,66.7,3,3,7.7,2.75,0,0,0.0,66.7,2,0,2,0.0,4,0,1,8,69.5,38.6,42.4,54.0,0,0,4,0,50.0,75.7,25.0,1,0,0,0,0,0,0.0,13,4.3
Desmond Ridder,55086,QB,LV,1,100.0,1,2,2.0,2.45,0,0,0.0,50.0,1,0,1,0.0,2,0,1,23,63.6,59.0,59.0,,0,0,2,0,0.0,66.7,0.0,0,0,0,1,0,0,0.0,11,5.5
Keenan Allen,7857,WR,CHI,1,0.0,1,1,19.0,5.5,0,0,0.0,0.0,0,0,0,,1,0,0,6,68.0,54.1,36.8,,0,1,2,0,,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0
Dyami Brown,77986,WR,WAS,1,100.0,1,1,39.0,3.7,0,0,0.0,0.0,0,0,0,100.0,1,1,0,32,68.3,68.1,73.4,63.0,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jalen Coker,143068,WR,CAR,1,100.0,1,1,15.0,3.0,0,0,0.0,100.0,1,0,0,0.0,1,0,1,5,70.1,71.7,68.8,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,19,19.0
Drake Maye,143969,QB,NE,1,0.0,1,1,3.0,1.85,0,0,0.0,0.0,0,0,1,,2,0,0,19,63.6,50.5,51.9,,0,0,2,0,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Allen Lazard,48135,WR,NYJ,1,,0,1,,5.3,0,0,0.0,0.0,0,0,0,,1,0,0,22,67.0,70.9,60.0,,0,0,1,0,,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
