player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Brock Purdy,77672,QB,SF,1,64.3,28,31,10.4,2.77,1,2,5.6,54.8,17,0,12,5.6,37,1,9,28,79.9,54.6,48.0,74.3,1,3,42,0,8.3,36.7,2.7,1,5,0,1,0,3,7.1,212,6.8
Russell Wilson,7077,QB,PIT,1,64.0,25,29,9.2,3.02,1,1,3.2,55.2,16,0,13,0.0,31,0,12,25,78.4,64.1,60.7,68.1,1,0,33,0,7.7,109.0,3.2,1,1,0,2,2,0,0.0,264,9.1
Geno Smith,7820,QB,SEA,1,73.1,26,28,11.8,3.08,0,2,6.5,64.3,18,1,13,5.3,32,1,11,29,27.7,69.3,78.9,29.7,0,0,35,2,7.7,110.3,3.1,1,3,0,2,2,0,0.0,207,7.4
Patrick Mahomes,11765,QB,KC,1,68.0,25,27,8.8,2.73,0,0,0.0,59.3,16,0,10,5.9,32,1,14,16,78.4,69.7,61.3,82.6,0,2,33,0,20.0,44.4,6.3,2,3,0,2,0,0,0.0,154,5.7
Sam Darnold,29048,QB,MIN,1,88.5,26,27,8.3,3.28,0,4,12.1,81.5,22,0,12,4.3,35,1,11,18,79.3,76.4,74.1,67.7,0,1,42,0,33.3,103.5,11.4,4,4,0,1,1,1,2.4,259,9.6
Bo Nix,97790,QB,DEN,1,70.8,24,26,7.3,3.68,1,0,0.0,61.5,16,0,10,5.9,33,1,9,10,79.1,59.1,60.5,55.6,0,0,36,1,0.0,79.6,0.0,0,7,0,1,0,1,2.8,164,6.3
Kyler Murray,38334,QB,ARZ,1,66.7,24,26,5.9,2.77,1,0,0.0,53.8,14,0,9,12.5,30,2,12,1,78.5,68.9,60.1,89.0,0,1,32,2,0.0,67.0,0.0,0,3,0,1,1,0,0.0,145,5.6
Jared Goff,10635,QB,DET,1,95.7,23,25,7.6,2.52,2,1,4.0,88.0,22,0,17,0.0,29,0,15,11,19.5,76.9,75.6,60.0,0,0,29,0,23.5,140.0,13.8,4,0,0,0,2,2,6.9,280,11.2
Joe Burrow,28022,QB,CIN,1,66.7,24,25,10.3,2.59,0,1,3.8,60.0,15,0,12,6.3,28,1,8,7,78.0,67.5,66.4,60.5,0,0,29,1,25.0,108.9,10.7,3,0,0,1,2,0,0.0,181,7.2
Anthony Richardson,124393,QB,IND,1,55.0,20,24,10.4,3.17,0,2,8.0,41.7,10,0,12,9.1,29,1,7,14,28.7,45.6,56.1,38.3,3,0,30,0,0.0,59.2,0.0,0,5,0,1,0,0,0.0,129,5.4
Dorian Thompson-Robinson,83574,QB,CLV,1,63.2,19,24,5.6,2.48,1,0,0.0,45.8,11,0,9,8.3,26,1,3,8,26.7,44.7,33.0,88.5,1,2,29,1,11.1,19.8,3.8,1,0,0,3,0,2,6.9,82,3.4
Matthew Stafford,4924,QB,LA,1,70.0,20,23,6.9,2.06,1,1,4.0,60.9,14,0,5,0.0,24,0,6,26,77.1,48.9,47.9,60.0,1,1,26,0,20.0,62.6,4.2,1,0,0,1,0,1,3.8,154,6.7
Marcus Mariota,9435,QB,WAS,1,87.0,23,23,10.7,3.46,0,3,11.1,78.3,18,0,6,10.0,26,2,14,32,79.3,85.5,90.2,55.7,0,0,30,0,16.7,132.8,3.8,1,2,0,0,2,0,0.0,205,8.9
Lamar Jackson,46416,QB,BLT,1,90.0,20,22,9.2,2.73,1,2,8.3,77.3,17,0,10,5.6,28,1,14,3,28.2,92.7,86.8,86.4,0,0,30,0,20.0,158.1,7.1,2,3,0,1,5,0,0.0,281,12.8
C.J. Stroud,129759,QB,HST,1,61.1,18,21,7.1,3.27,0,1,4.2,47.6,10,0,15,9.1,29,1,8,13,78.0,62.7,59.5,66.3,1,0,32,0,26.7,58.8,13.8,4,4,0,2,0,0,0.0,86,4.1
Daniel Jones,39395,QB,NYG,1,73.7,19,21,6.2,2.96,0,0,0.0,66.7,14,0,14,0.0,30,0,6,21,78.6,62.8,61.2,63.3,0,0,33,0,50.0,77.3,23.3,7,2,1,1,0,1,3.0,99,4.7
Trevor Lawrence,77632,QB,JAX,1,84.2,19,20,7.2,2.36,1,0,0.0,75.0,15,0,4,6.3,21,1,10,15,76.2,86.2,81.9,71.0,0,0,23,0,0.0,121.5,0.0,0,1,0,0,1,0,0.0,193,9.7
Deshaun Watson,11767,QB,CLV,1,94.1,17,17,6.4,3.12,0,1,5.6,88.2,15,0,6,6.3,19,1,5,8,75.8,77.9,78.1,59.6,0,0,20,0,33.3,98.0,10.5,2,0,0,0,0,0,0.0,128,7.5
Andy Dalton,6187,QB,CAR,1,73.3,15,16,4.5,2.89,0,0,0.0,68.8,11,0,10,0.0,20,0,5,5,75.5,50.9,51.1,57.8,0,2,20,0,20.0,44.0,10.0,2,1,0,1,0,1,5.0,93,5.8
Jalen Hurts,40291,QB,PHI,1,90.9,11,14,9.4,3.6,1,1,7.1,71.4,10,0,10,0.0,21,0,8,24,77.0,78.2,75.9,68.1,0,0,21,0,40.0,119.3,19.0,4,3,0,2,1,0,0.0,114,8.1
Tim Boyle,21956,QB,MIA,1,72.7,11,13,5.6,2.16,0,0,0.0,61.5,8,0,2,0.0,14,0,4,17,73.2,60.6,57.3,63.3,0,0,14,0,0.0,77.1,0.0,0,1,1,1,0,0,0.0,74,5.7
Tyler Huntley,46448,QB,MIA,1,72.7,11,13,9.6,3.33,0,1,7.1,53.8,7,0,7,12.5,18,1,6,17,75.6,77.6,75.8,66.1,0,0,19,1,28.6,100.5,11.1,2,3,0,2,1,0,0.0,87,6.7
Jameis Winston,9434,QB,CLV,1,70.0,10,11,14.0,2.54,1,1,8.3,45.5,5,0,2,28.6,12,2,4,8,72.8,84.1,82.0,,0,0,13,0,50.0,95.6,8.3,1,0,0,0,1,0,0.0,67,6.1
Aidan O'Connell,60516,QB,LV,1,66.7,9,10,9.0,2.78,0,0,0.0,60.0,6,0,4,0.0,10,0,4,23,71.4,54.2,54.2,,0,0,10,1,0.0,73.8,0.0,0,0,0,1,0,0,0.0,52,5.2
Drew Lock,39517,QB,NYG,1,42.9,7,8,10.0,2.67,1,0,0.0,37.5,3,0,2,0.0,10,0,1,21,18.1,26.8,24.7,65.9,0,0,10,0,50.0,45.8,10.0,1,1,0,0,0,2,20.0,2,0.3
Jake Haener,60596,QB,NO,1,100.0,4,4,7.3,2.03,0,0,0.0,75.0,3,0,1,25.0,4,1,2,20,68.0,58.5,58.6,,0,0,5,0,0.0,143.8,0.0,0,0,0,0,1,0,0.0,38,9.5
Bryce Young,123943,QB,CAR,1,100.0,2,2,-3.5,2.5,0,0,0.0,100.0,2,0,0,0.0,2,0,0,5,63.6,62.4,61.9,,0,0,2,0,,79.2,0.0,0,0,0,0,0,0,0.0,-4,-2.0
Jayden Daniels,97993,QB,WAS,1,100.0,2,2,-1.0,1.6,0,0,0.0,100.0,2,0,0,0.0,2,0,0,32,69.1,65.4,62.0,63.2,0,0,2,0,,79.2,0.0,0,0,0,0,0,0,0.0,6,3.0
Jaxon Smith-Njigba,129758,WR,SEA,1,100.0,1,1,33.0,3.8,0,0,0.0,100.0,1,0,1,0.0,1,0,1,29,67.0,53.6,59.7,,0,0,1,0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,35,35.0
Kenny Pickett,60515,QB,PHI,1,,0,1,,2.85,0,0,0.0,0.0,0,0,2,,2,0,0,24,66.1,54.0,56.0,59.5,1,0,2,0,50.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Michael Penix Jr.,82134,QB,ATL,1,100.0,1,1,3.0,1.8,0,0,0.0,100.0,1,0,0,0.0,1,0,1,2,60.4,73.0,70.8,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0
