player,pos,team_2024,team_2025,type,snaps,age,current_apy,guarantees,team_abbr_24,team_abbr_25
Devin White,LB,Texans,Raiders,Signed,0.161,27,1170000,1170000,HOU,LV
Sam Eguavoen,LB,Jets,,UFA,0.065,32,1125000,1125000,NYJ,NA
Amani Oruwariye,CB,Cowboys,,UFA,0.259,29,1125000,1125000,DAL,NA
Byron Cowart,IDL,Bears,Jets,Signed,0.314,29,1337500,1337500,CHI,NYJ
Josh Woods,LB,Falcons,Falcons,Signed,0,29,1170000,1170000,ATL,ATL
Austin Seibert,K,Commanders,,UFA,0.244,29,1125000,1125000,WAS,NA
Zeke Turner,LB,Lions,Lions,Signed,0.10099999999999999,29,1255000,1255000,DET,DET
Demone Harris,IDL,Falcons,,UFA,0.19399999999999998,30,1125000,1125000,ATL,NA
Trayveon Williams,RB,Bengals,,UFA,0.009000000000000001,28,1125000,1125000,CIN,NA
Mike Boone,RB,Panthers,,UFA,0.040999999999999995,30,1125000,1125000,CAR,NA
Craig Reynolds,RB,Lions,Lions,Signed,0.084,29,1320000,1320000,DET,DET
Carl Lawson,EDGE,Cowboys,,UFA,0.363,30,1125000,1125000,DAL,NA
Gunner Olszewski,WR,Giants,,UFA,0,29,1125000,1125000,NYG,NA
Jeremy McNichols,RB,Commanders,Commanders,Signed,0.21600000000000003,30,1337500,1337500,WAS,WAS
Zane Gonzalez,K,Commanders,,UFA,0.126,30,1125000,1125000,WAS,NA
Shaquille Quarterman,LB,Chargers,,UFA,0,28,1125000,1125000,LAC,NA
Corey Levin,C,Titans,Titans,Signed,0.122,31,1255000,1255000,TEN,TEN
Neville Gallimore,IDL,Rams,Colts,Signed,0.237,28,1337500,1337500,LAR,IND
Geron Christian,LT,Browns,,UFA,0,29,1125000,1125000,CLE,NA
Al-Quadin Muhammad,EDGE,Lions,Lions,Signed,0.233,30,1422500,1422500,DET,DET
D'Onta Foreman,RB,Browns,,UFA,0.165,29,1125000,1125000,CLE,NA
Julian Okwara,EDGE,Cardinals,Browns,Signed,0.263,28,1337500,1337500,ARI,CLE
Charlie Heck,RT,49ers,Buccaneers,Signed,0.10800000000000001,29,1570000,1570000,SF,TB
Josiah Deguara,TE,Jaguars,,UFA,0.084,28,1125000,1125000,JAX,NA
Carlos Watkins,IDL,Cowboys,,UFA,0.207,32,1125000,1125000,DAL,NA
Mykal Walker,LB,Commanders,Cardinals,Signed,0.071,28,1790000,1790000,WAS,ARI
Ben Bartch,LT,49ers,49ers,Signed,0.06,27,1337500,1337500,SF,SF
Joshua Kelley,RB,Titans,,UFA,0.004,28,1125000,1125000,TEN,NA
Mecole Hardman,WR,Chiefs,Packers,Signed,0.1,27,1500000,1500000,KC,GB
Darnay Holmes,CB,Raiders,Raiders,Signed,0.267,27,1195000,1195000,LV,LV
C.J. Henderson,CB,Steelers,,UFA,0,27,1125000,1125000,PIT,NA
Pat O'Connor,EDGE,Lions,Lions,Signed,0.215,32,1422500,1422500,DET,DET
Hayden Hurst,TE,Chargers,,UFA,0.163,32,1125000,1125000,LAC,NA
K'Lavon Chaisson,EDGE,Raiders,Patriots,Signed,0.456,26,3000000,3000000,LV,NE
Jalen Reagor,WR,Chargers,Chargers,Signed,0.129,26,1337500,1337500,LAC,LAC
Dante Pettis,WR,Saints,Saints,Signed,0.136,30,1337500,1337500,NO,NO
Tim Patrick,WR,Lions,Lions,Signed,0.5589999999999999,32,2500000,2500000,DET,DET
Brandon Parker,RT,Falcons,Falcons,Signed,0,30,1170000,1170000,ATL,ATL
Adrian Colbert,S,Bears,,UFA,0,32,1125000,1125000,CHI,NA
Jack Driscoll,RT,Eagles,,UFA,0.095,28,1125000,1125000,PHI,NA
Jack Jones,CB,Raiders,,SFA,0.9129999999999999,28,1101746,1101746,LV,NA
Trayvon Mullen,CB,Ravens,,UFA,0,28,1080000,1080000,BAL,NA
Jay Tufele,IDL,Bengals,Jets,Signed,0.214,26,1170000,1170000,CIN,NYJ
Tyler Davis,TE,Packers,,UFA,0,28,1075000,1075000,GB,NA
James Hudson,RT,Browns,Giants,Signed,0.188,26,6000000,6000000,CLE,NYG
Lester Cotton,LG,Patriots,,RFA,0.07,29,1067500,1067500,NE,NA
Juwann Winfree,WR,Colts,,UFA,0,29,1067500,1067500,IND,NA
Cameron Sample,EDGE,Bengals,Bengals,Signed,0,26,1267500,1267500,CIN,CIN
Derrick Barnes,LB,Lions,Lions,Signed,0.109,26,8000000,8000000,DET,DET
Drew Dalman,C,Falcons,Bears,Signed,0.485,27,14000000,14000000,ATL,CHI
Bobby Brown III,IDL,Rams,Panthers,Signed,0.423,25,7000000,7000000,LAR,CAR
Chris Rumph II,EDGE,Chargers,Saints,Signed,0,27,0,0,LAC,NO
Bennett Skowronek,WR,Steelers,Steelers,Signed,0.08900000000000001,28,2237500,2237500,PIT,PIT
Nick McCloud,CB,49ers,Bears,Signed,0.207,27,1320000,1320000,SF,CHI
Robert Rochell,CB,Packers,Chiefs,Signed,0.001,27,1170000,1170000,GB,KC
Naquan Jones,IDL,Cardinals,Chargers,Signed,0.24,27,1835000,1835000,ARI,LAC
Cole Van Lanen,LT,Jaguars,Jaguars,Signed,0.244,27,3406000,3406000,JAX,JAX
Trey Sermon,RB,Colts,,UFA,0.225,26,1055000,1055000,IND,NA
Marlon Tuipulotu,IDL,Chiefs,Chiefs,Signed,0.055999999999999994,26,1337500,1337500,KC,KC
Simi Fehoko,WR,Chargers,Cardinals,Signed,0.22899999999999998,28,1750000,1750000,LAC,ARI
Shemar Jean-Charles,CB,Saints,Seahawks,Signed,0.127,27,1295000,1295000,NO,SEA
Ihmir Smith-Marsette,WR,Giants,Giants,Signed,0.006,26,1337500,1337500,NYG,NYG
Curtis Robinson,LB,49ers,49ers,Signed,0.032,27,1170000,1170000,SF,SF
Kene Nwangwu,RB,Jets,Jets,Signed,0.001,27,1440000,1440000,NYJ,NYJ
Jake Curhan,RT,Bears,Cardinals,Signed,0.23,27,1195000,1195000,CHI,ARI
Riley Patterson,K,Falcons,,UFA,0.065,27,1055000,1055000,ATL,NA
Jack Stoll,TE,Dolphins,Saints,Signed,0.17600000000000002,27,1337500,1337500,MIA,NO
Malik Taylor,WR,Jets,,UFA,0,30,1055000,1055000,NYJ,NA
Bruce Hector,IDL,Jets,,ERFA,0.10300000000000001,31,1055000,1055000,NYJ,NA
Dan Chisena,WR,Panthers,Panthers,Signed,0.018000000000000002,28,1170000,1170000,CAR,CAR
Collin Johnson,WR,Bears,,UFA,0.013999999999999999,28,1055000,1055000,CHI,NA
Shane Lemieux,LG,Saints,,UFA,0.311,28,1055000,1055000,NO,NA
Jake Hanson,C,Jets,,UFA,0.096,28,1055000,1055000,NYJ,NA
James Lynch,IDL,Titans,,UFA,0.20800000000000002,26,1055000,1055000,TEN,NA
Scott Daly,LS,Bears,Bears,Signed,0.297,31,1337500,1337500,CHI,CHI
Andre Chachere,CB,Cardinals,,RFA,0.003,29,1055000,1055000,ARI,NA
Darrynton Evans,RB,Bears,Bills,Signed,0.004,27,1210000,1210000,CHI,BUF
Marlon Davidson,IDL,Titans,,UFA,0,27,1055000,1055000,TEN,NA
Nsimba Webster,WR,Bears,,UFA,0,29,1055000,1055000,CHI,NA
Anthony Pittman,LB,Lions,Lions,Signed,0.013999999999999999,29,1170000,1170000,DET,DET
Netane Muti,RG,Lions,Lions,Signed,0,26,1100000,1100000,DET,DET
John Kelly,RB,Browns,,RFA,0,29,1055000,1055000,CLE,NA
Patrick Taylor,RB,49ers,49ers,Signed,0.159,27,1170000,1170000,SF,SF
Harrison Hand,CB,Falcons,,RFA,0,27,1055000,1055000,ATL,NA
Jackson Carman,LT,Dolphins,Dolphins,Signed,0.06,25,1170000,1170000,MIA,MIA
Ka'dar Hollman,CB,Texans,,UFA,0.106,31,1055000,1055000,HOU,NA
Jonah Williams,IDL,Lions,Saints,Signed,0.08900000000000001,30,1220000,1220000,DET,NO
D'Wayne Eskridge,WR,Dolphins,Dolphins,Signed,0.033,28,1270000,1270000,MIA,MIA
Quinn Bailey,RT,Broncos,,UFA,0,30,1055000,1055000,DEN,NA
Greg Stroman,CB,Giants,,UFA,0.11800000000000001,29,1055000,1055000,NYG,NA
Jamin Davis,LB,Jets,Jets,Signed,0.09699999999999999,27,1337500,1337500,NYJ,NYJ
Cam Gill,LB,Panthers,,UFA,0.18100000000000002,28,1055000,1055000,CAR,NA
Terrace Marshall Jr.,WR,Raiders,Eagles,Signed,0.125,25,1195000,1195000,LV,PHI
Joe Milton III,QB,Patriots,Cowboys,Trade,0.055999999999999994,25,1050829,1050829,NE,DAL
Ryan Watts,CB,Steelers,,SFA,0,24,1050671,1050671,PIT,NA
John Bates,TE,Commanders,Commanders,Signed,0.444,28,7000000,7000000,WAS,WAS
Cam Bynum,S,Vikings,Colts,Signed,0.9079999999999999,27,15000000,15000000,MIN,IND
Kylen Granson,TE,Colts,Eagles,Signed,0.396,27,1750000,1750000,IND,PHI
Dorian Thompson-Robinson,QB,Browns,Eagles,Trade,0.17600000000000002,26,1045567,1045567,CLE,PHI
Dan Moore Jr.,LT,Steelers,Titans,Signed,0.986,27,20500000,20500000,PIT,TEN
Arlington Hambright,LG,Titans,,SFA,0,29,1042500,1042500,TEN,NA
Tylan Wallace,WR,Ravens,Ravens,Signed,0.248,26,2100000,2100000,BAL,BAL
Jordan McFadden,LG,Chargers,Bears,Signed,0.001,26,1038035,1038035,LAC,CHI
Tre Brown,CB,Seahawks,49ers,Signed,0.256,28,1700000,1700000,SEA,SF
Shane Buechele,QB,Bills,Bills,Signed,0,27,1030000,1030000,BUF,BUF
Isaiah Rodgers,CB,Eagles,Vikings,Signed,0.313,27,5522500,5522500,PHI,MIN
Tre Tomlinson,CB,Rams,49ers,Signed,0,25,1009963,1009963,LAR,SF
Ian Book,QB,Eagles,,SFA,0,27,1007500,1007500,PHI,NA
Zayne Anderson,S,Packers,Packers,Signed,0.113,28,1170000,1170000,GB,GB
Khalil Shakir,WR,Bills,Bills,Extension,0.539,25,13250000,13250000,BUF,BUF
Roy Lopez,IDL,Cardinals,Lions,Signed,0.43,28,3500000,3500000,ARI,DET
Garret Wallow,LB,Titans,,UFA,0,26,997500,997500,TEN,NA
D'Ante Smith,RT,Bengals,,UFA,0,27,994836,994836,CIN,NA
Antoine Green,WR,Lions,,SFA,0,26,989190,989190,DET,NA
Ar'Darius Washington,S,Ravens,Ravens,Signed,0.642,26,3263000,3263000,BAL,BAL
Quinton Bell,EDGE,Dolphins,Dolphins,Signed,0.242,29,1505000,1505000,MIA,MIA
Quintin Morris,TE,Bills,,RFA,0.19699999999999998,26,985000,985000,BUF,NA
Foster Sarell,LT,Chargers,Commanders,Signed,0.037000000000000005,27,1100000,1100000,LAC,WAS
Peyton Hendershot,TE,Chiefs,,RFA,0.059000000000000004,26,985000,985000,KC,NA
Tim Jones,WR,Jaguars,Vikings,Signed,0.16399999999999998,27,1870000,1870000,JAX,MIN
John FitzPatrick,TE,Packers,Packers,Signed,0.067,25,1500000,1500000,GB,GB
Michael Dwumfour,IDL,Browns,,ERFA,0.005,27,985000,985000,CLE,NA
Stephen Carlson,TE,Bears,Bears,Signed,0,29,1030000,1030000,CHI,CHI
Darrell Baker Jr.,CB,Titans,Titans,Signed,0.594,27,1100000,1100000,TEN,TEN
Malik Herring,EDGE,Chiefs,Chiefs,Signed,0.172,28,1700000,1700000,KC,KC
Ronnie Rivers,RB,Rams,Rams,Signed,0.07400000000000001,26,1100000,1100000,LAR,LAR
Shane Zylstra,TE,Lions,Lions,Signed,0.095,29,1100000,1100000,DET,DET
Jody Fortson,WR,Chiefs,,UFA,0.035,30,985000,985000,KC,NA
Josh Blackwell,CB,Bears,Bears,Signed,0.096,26,2500000,2500000,CHI,CHI
Kayode Awosika,RT,Lions,Lions,Signed,0.128,27,1400000,1400000,DET,DET
Nate Landman,LB,Falcons,Rams,Signed,0.489,27,1100000,1100000,ATL,LAR
Christian Matthew,CB,Ravens,,RFA,0,29,985000,985000,BAL,NA
Joe Giles-Harris,LB,Jaguars,Bengals,Signed,0.015,28,1100000,1100000,JAX,CIN
Jesse Luketa,EDGE,Cardinals,,RFA,0.17300000000000001,26,985000,985000,ARI,NA
Feleipe Franks,TE,Panthers,Falcons,Signed,0.043,28,1440000,1440000,CAR,ATL
Ryan Neuzil,C,Falcons,Falcons,Signed,0.505,28,3263000,3263000,ATL,ATL
Chandler Wooten,LB,Panthers,,RFA,0.174,26,985000,985000,CAR,NA
Josh Jobe,CB,Seahawks,Seahawks,Signed,0.391,27,2000000,2000000,SEA,SEA
Christian Elliss,LB,Patriots,Patriots,Signed,0.45899999999999996,26,6754000,6754000,NE,NE
Teagan Quitoriano,TE,Texans,Falcons,Signed,0.092,25,1100000,1100000,HOU,ATL
Velus Jones Jr.,WR,Panthers,Saints,Signed,0.006999999999999999,28,1150000,1150000,CAR,NO
Cameron McGrone,LB,Colts,Colts,Signed,0.001,25,1100000,1100000,IND,IND
Anthony Schwartz,WR,Dolphins,,RFA,0,25,985000,985000,MIA,NA
Caleb Farley,CB,Panthers,,UFA,0.139,27,985000,985000,CAR,NA
Liam McCullough,LS,Falcons,Falcons,Signed,0.29100000000000004,28,1445000,1445000,ATL,ATL
Zachary Thomas,RG,Texans,Texans,Signed,0.092,27,1400000,1400000,HOU,HOU
Eric Banks,IDL,Buccaneers,Buccaneers,Signed,0,27,1030000,1030000,TB,TB
Myles Adams,EDGE,Lions,Lions,Signed,0.07400000000000001,27,1100000,1100000,DET,DET
Chris Williams,IDL,Bears,Bears,Signed,0.344,27,3263000,3263000,CHI,CHI
Jaelon Darden,WR,Seahawks,,RFA,0.019,26,985000,985000,SEA,NA
Jack Gibbens,LB,Titans,Patriots,Signed,0.222,27,1300000,1300000,TEN,NE
Keith Taylor,CB,Chiefs,Falcons,Signed,0.073,27,1100000,1100000,KC,ATL
Bailey Zappe,QB,Browns,Chiefs,Signed,0.045,26,1100000,1100000,CLE,KC
Cade York,K,Bengals,,RFA,0.125,24,985000,985000,CIN,NA
Jack Cochrane,LB,Chiefs,Chiefs,Signed,0.008,26,2100000,2100000,KC,KC
Cade Mays,LG,Panthers,Panthers,Signed,0.47600000000000003,26,3406000,3406000,CAR,CAR
Zachary Carter,IDL,Raiders,Raiders,Signed,0.233,26,1100000,1100000,LV,LV
Theo Jackson,S,Vikings,Vikings,Signed,0.069,27,3105000,3105000,MIN,MIN
Desmond Ridder,QB,Raiders,,RFA,0.11800000000000001,26,985000,985000,LV,NA
Isaiah Pola-Mao,S,Raiders,Raiders,Signed,0.856,26,3725000,3725000,LV,LV
Deven Thompkins,WR,Panthers,,RFA,0.049,26,985000,985000,CAR,NA
Trevor Denbow,S,Colts,,RFA,0,27,985000,985000,IND,NA
Cal Adomitis,LS,Bengals,Bengals,Signed,0.28,27,1100000,1100000,CIN,CIN
Raheem Blackshear,RB,Panthers,Panthers,Signed,0.059000000000000004,27,1100000,1100000,CAR,CAR
Sam Webb,CB,Raiders,Raiders,Signed,0.012,27,1100000,1100000,LV,LV
Julius Chestnut,RB,Titans,Titans,Signed,0.077,25,1100000,1100000,TEN,TEN
Kyle Hinton,RG,Falcons,Falcons,Signed,0.07200000000000001,27,2875000,2875000,ATL,ATL
Jaren Hall,QB,Seahawks,,SFA,0,27,972500,972500,SEA,NA
Lecitus Smith,RG,Patriots,Steelers,Signed,0.005,27,972500,972500,NE,PIT
Leroy Watson,RT,Titans,Vikings,Signed,0.174,27,1030000,1030000,TEN,MIN
Christian Benford,CB,Bills,Bills,Extension,0.845,25,17250000,17250000,BUF,BUF
Curtis Jacobs,LB,Patriots,Titans,Signed,0.021,23,960000,960000,NE,TEN
Luke Farrell,TE,Jaguars,49ers,Signed,0.37799999999999995,28,5250000,5250000,JAX,SF
Jamien Sherwood,LB,Jets,Jets,Signed,0.9279999999999999,25,15000000,15000000,NYJ,NYJ
Ta'Quon Graham,IDL,Falcons,Falcons,Signed,0.17300000000000001,27,2787500,2787500,ATL,ATL
Kenneth Gainwell,RB,Eagles,Steelers,Signed,0.26,26,1790000,1790000,PHI,PIT
Larry Borom,RT,Bears,Dolphins,Signed,0.29,26,2500000,2500000,CHI,MIA
Jaylon Moore,LT,49ers,Chiefs,Signed,0.251,27,15000000,15000000,SF,KC
Isaiahh Loudermilk,EDGE,Steelers,Steelers,Signed,0.203,28,1627500,1627500,PIT,PIT
Brenden Jaimes,C,Chargers,Titans,Signed,0.009000000000000001,26,1170000,1170000,LAC,TEN
Darrick Forrest,S,Commanders,Bills,Signed,0.068,26,1337500,1337500,WAS,BUF
Jeremy Flax,RG,Vikings,,SFA,0,26,946667,946667,MIN,NA
Nate Hobbs,CB,Raiders,Packers,Signed,0.499,26,12000000,12000000,LV,GB
Camron Peterson,EDGE,Saints,,SFA,0,26,943333,943333,NO,NA
Tomari Fox,IDL,Raiders,,SFA,0,24,943333,943333,LV,NA
Tedarrell Slaton,IDL,Packers,Bengals,Signed,0.392,28,7050000,7050000,GB,CIN
Rodney Thomas,CB,Colts,Colts,Signed,0.085,27,1100000,1100000,IND,IND
Jason Pinnock,S,Giants,49ers,Signed,0.893,26,2200000,2200000,NYG,SF
K.J. Britt,LB,Buccaneers,Dolphins,Signed,0.5489999999999999,26,1337500,1337500,TB,MIA
Avery Williams,RB,Falcons,Eagles,Signed,0.009000000000000001,27,1225000,1225000,ATL,PHI
Talanoa Hufanga,S,49ers,Broncos,Signed,0.289,25,13000000,13000000,SF,DEN
Xavier Newman-Johnson,RG,Jets,Jets,Signed,0.01,26,1100000,1100000,NYJ,NYJ
Timmy Horne,IDL,Giants,,RFA,0,28,927500,927500,NYG,NA
J.J. Russell,LB,Buccaneers,,RFA,0.223,27,927500,927500,TB,NA
Britain Covey,WR,Eagles,,RFA,0.043,28,927500,927500,PHI,NA
Joey Blount,S,Cardinals,Cardinals,Signed,0.018000000000000002,27,1875000,1875000,ARI,ARI
Brock Hoffman,RG,Cowboys,Cowboys,Signed,0.442,26,1100000,1100000,DAL,DAL
Nephi Sewell,LB,Saints,Saints,Signed,0.062,27,1100000,1100000,NO,NO
Chazz Surratt,LB,Jets,,RFA,0.11900000000000001,28,927500,927500,NYJ,NA
Janarius Robinson,EDGE,Raiders,Chiefs,Signed,0.098,27,1100000,1100000,LV,KC
D.J. Turner,WR,Raiders,,RFA,0.319,28,927500,927500,LV,NA
Kion Smith,RT,Dolphins,Dolphins,Signed,0,27,1030000,1030000,MIA,MIA
Micah Abernathy,S,Falcons,,ERFA,0,28,927500,927500,ATL,NA
Nick Niemann,LB,Chargers,Texans,Signed,0.04,28,3000000,3000000,LAC,HOU
Elijah Mitchell,RB,49ers,Chiefs,Signed,0,27,2500000,2500000,SF,KC
Segun Olubi,LB,Colts,Colts,Signed,0.018000000000000002,26,1030000,1030000,IND,IND
Dalton Keene,TE,Texans,,RFA,0,26,915000,915000,HOU,NA
Ryan McCollum,C,Steelers,Steelers,Signed,0.136,27,1030000,1030000,PIT,PIT
Emanuel Wilson,RB,Packers,Packers,Signed,0.243,26,1030000,1030000,GB,GB
Sam Okuayinonu,EDGE,49ers,49ers,Signed,0.42200000000000004,27,1030000,1030000,SF,SF
Josh Ross,LB,Seahawks,Seahawks,Signed,0,26,1030000,1030000,SEA,SEA
Ben Brown,C,Patriots,Patriots,Signed,0.61,27,1030000,1030000,NE,NE
De'Shaan Dixon,EDGE,Jaguars,,ERFA,0,27,915000,915000,JAX,NA
Tomon Fox,EDGE,Giants,Giants,Signed,0.19,27,1030000,1030000,NYG,NYG
Kanai Mauga,LB,Raiders,,ERFA,0,25,915000,915000,LV,NA
Brady Russell,TE,Seahawks,Seahawks,Signed,0.03,27,1030000,1030000,SEA,SEA
Daniel Whelan,K,Packers,Packers,Signed,0.33299999999999996,26,1030000,1030000,GB,GB
Kaevon Merriweather,S,Buccaneers,Buccaneers,Signed,0.23199999999999998,26,1030000,1030000,TB,TB
Mike Caliendo,LG,Chiefs,Chiefs,Signed,0.20600000000000002,28,1030000,1030000,KC,KC
Matthew Butler,IDL,Raiders,Raiders,Signed,0.091,26,1030000,1030000,LV,LV
Blake Whiteheart,TE,Browns,Browns,Signed,0.175,25,1030000,1030000,CLE,CLE
Tucker Fisk,TE,Chargers,Chargers,Signed,0.193,26,1030000,1030000,LAC,LAC
Divaad Wilson,CB,Giants,,ERFA,0.024,25,915000,915000,NYG,NA
Jalen Graham,LB,49ers,49ers,Signed,0.034,24,1030000,1030000,SF,SF
Alex Austin,CB,Patriots,Patriots,Signed,0.209,24,1030000,1030000,NE,NE
Brayden Willis,TE,49ers,49ers,Signed,0.023,26,1030000,1030000,SF,SF
Chris Rodriguez Jr.,RB,Commanders,Commanders,Signed,0.066,26,1030000,1030000,WAS,WAS
Arron Mosby,EDGE,Packers,Packers,Signed,0.138,26,1030000,1030000,GB,GB
Ameer Speed,CB,Bears,Bears,Signed,0.003,25,1030000,1030000,CHI,CHI
Daniel Hardy,EDGE,Bears,Bears,Signed,0.028999999999999998,27,1030000,1030000,CHI,CHI
Cody White,WR,Seahawks,Seahawks,Signed,0.055999999999999994,27,1030000,1030000,SEA,SEA
James Houston,EDGE,Browns,,RFA,0.129,27,915000,915000,CLE,NA
Bill Murray,LG,Bears,Bears,Signed,0,28,1030000,1030000,CHI,CHI
Carter O'Donnell,LT,Cardinals,,RFA,0,27,915000,915000,ARI,NA
Jonathan Ford,IDL,Bears,Bears,Signed,0.07200000000000001,27,1030000,1030000,CHI,CHI
Jeremiah Moon,EDGE,Steelers,Steelers,Signed,0.102,27,1030000,1030000,PIT,PIT
Doug Kramer,C,Bears,Bears,Signed,0.07400000000000001,27,1030000,1030000,CHI,CHI
Nazeeh Johnson,S,Chiefs,Chiefs,Signed,0.457,27,1900000,1900000,KC,KC
Jordan Meredith,LG,Raiders,Raiders,Signed,0.511,27,1030000,1030000,LV,LV
LaBryan Ray,IDL,Panthers,Panthers,Signed,0.515,28,1030000,1030000,CAR,CAR
Raequan Williams,IDL,Panthers,,ERFA,0,28,915000,915000,CAR,NA
Alex Barrett,EDGE,49ers,49ers,Signed,0.022000000000000002,31,1030000,1030000,SF,SF
Jake Tonges,TE,49ers,49ers,Signed,0.032,26,1030000,1030000,SF,SF
Esezi Otomewo,EDGE,Jaguars,Steelers,Signed,0.075,26,1030000,1030000,JAX,PIT
Jonathan Sutherland,S,Giants,,ERFA,0,27,915000,915000,NYG,NA
Brandin Echols,CB,Jets,Steelers,Signed,0.355,28,3000000,3000000,NYJ,PIT
Chris Evans,RB,Bengals,,UFA,0,28,913222,913222,CIN,NA
Landon Young,RT,Saints,Saints,Signed,0.361,28,2327500,2327500,NO,NO
Stone Forsythe,LT,Seahawks,Giants,Signed,0.376,28,1337500,1337500,SEA,NYG
Victor Dimukeje,EDGE,Cardinals,Giants,Signed,0.145,26,1337500,1337500,ARI,NYG
Damar Hamlin,S,Bills,Bills,Signed,0.792,27,2000000,2000000,BUF,BUF
Trey Smith,RG,Chiefs,Chiefs,Franchise,0.973,26,23402000,23402000,KC,KC
Khalil Herbert,RB,Bengals,Colts,Signed,0.12300000000000001,27,1337500,1337500,CIN,IND
Israel Mukuamu,S,Cowboys,Cowboys,Signed,0.18100000000000002,26,1750000,1750000,DAL,DAL
Isaiah McDuffie,LB,Packers,Packers,Signed,0.642,26,4000000,4000000,GB,GB
Sam Ehlinger,QB,Colts,Broncos,Signed,0,27,1337500,1337500,IND,DEN
NaJee Thompson,CB,Vikings,,SFA,0,25,898333,898333,MIN,NA
Patrick Johnson,EDGE,Giants,Eagles,Signed,0.042,27,1275000,1275000,NYG,PHI
Will Fries,RG,Colts,Vikings,Signed,0.247,27,17544000,17544000,IND,MIN
Grant Stuard,LB,Colts,Lions,Signed,0.198,28,1700000,1700000,IND,DET
Khalid Duke,EDGE,Titans,,SFA,0.011000000000000001,24,880000,880000,TEN,NA
Ramel Keyton,WR,Raiders,,SFA,0.039,25,877500,877500,LV,NA
Logan Bruss,LT,Titans,,SFA,0.179,26,877500,877500,TEN,NA
Brandon Hill,S,Texans,,SFA,0,25,877500,877500,HOU,NA
Jack Browning,P,Buccaneers,,SFA,0.14400000000000002,24,877500,877500,TB,NA
Titus Leo,EDGE,Patriots,Titans,Signed,0.008,26,1755000,1755000,NE,TEN
Kader Kohou,CB,Dolphins,Dolphins,Signed,0.665,27,3263000,3263000,MIA,MIA
Kurt Hinish,IDL,Texans,Texans,Signed,0.21100000000000002,26,1800000,1800000,HOU,HOU
Markquese Bell,S,Cowboys,Cowboys,Signed,0.031,26,3000000,3000000,DAL,DAL
Jaylen Warren,RB,Steelers,Steelers,Signed,0.396,27,5346000,5346000,PIT,PIT
Dee Alford,CB,Falcons,Falcons,Signed,0.65,28,1500000,1500000,ATL,ATL
Tony Adams,S,Jets,Jets,Signed,0.625,26,3263000,3263000,NYJ,NYJ
Luke Masterson,LB,Raiders,,RFA,0.091,27,856667,856667,LV,NA
Ryan Stonehouse,P,Titans,Dolphins,Signed,0.262,26,1725000,1725000,TEN,MIA
Wesley French,LG,Colts,Colts,Signed,0,29,1050000,1050000,IND,IND
Jack Sanborn,LB,Bears,Cowboys,Signed,0.22,25,1500000,1500000,CHI,DAL
D'Anthony Bell,S,Browns,Seahawks,Signed,0.086,29,1370000,1370000,CLE,SEA
Jake Hansen,LB,Texans,Texans,Signed,0.122,27,1700000,1700000,HOU,HOU
Stone Smartt,TE,Chargers,Jets,Signed,0.17,28,1350000,1350000,LAC,NYJ
Ryan Wright,P,Vikings,Vikings,Signed,0.32899999999999996,25,1750000,1750000,MIN,MIN
Jake Hummel,LB,Rams,Ravens,Signed,0.066,26,1200000,1200000,LAR,BAL
Jaylon Jones,CB,Bears,Cardinals,Signed,0.071,28,1200000,1200000,CHI,ARI
Jordan Mason,RB,49ers,Vikings,Signed,0.35,26,5250000,5250000,SF,MIN
Mitchell Fraboni,LS,Broncos,Broncos,Signed,0.28800000000000003,29,4175000,4175000,DEN,DEN
Mike Brown,S,Titans,Titans,Signed,0.365,26,1100000,1100000,TEN,TEN
Kavontae Turpin,WR,Cowboys,Cowboys,Signed,0.26899999999999996,29,4500000,4500000,DAL,DAL
Ryan Van Demark,RT,Bills,Bills,Signed,0.183,27,1030000,1030000,BUF,BUF
Alec Anderson,RT,Bills,Bills,Signed,0.267,26,1030000,1030000,BUF,BUF
Tyrus Wheat,EDGE,Cowboys,Cowboys,Signed,0.149,26,1030000,1030000,DAL,DAL
Travis Vokolek,TE,Cardinals,Cardinals,Signed,0.011000000000000001,27,1030000,1030000,ARI,ARI
Ben VanSumeren,LB,Eagles,Eagles,Signed,0,25,1055000,1055000,PHI,PHI
TK McLendon,IDL,Titans,,ERFA,0,26,832500,832500,TEN,NA
Trevor Nowaske,LB,Lions,Lions,Signed,0.303,27,1030000,1030000,DET,DET
Otis Reese,LB,Titans,Titans,Signed,0.084,27,1030000,1030000,TEN,TEN
Tommy DeVito,QB,Giants,Giants,Signed,0.081,27,1030000,1030000,NYG,NYG
Bo Melton,WR,Packers,Packers,Signed,0.23199999999999998,26,1030000,1030000,GB,GB
Keondre Coburn,IDL,Titans,Titans,Signed,0.114,25,1030000,1030000,TEN,TEN
Andrew Rupcich,RT,Titans,Titans,Signed,0.015,26,1030000,1030000,TEN,TEN
Juanyeh Thomas,S,Cowboys,Cowboys,Signed,0.085,25,1030000,1030000,DAL,DAL
Tyler Goodson,RB,Colts,Colts,Signed,0.121,25,1030000,1030000,IND,IND
Cameron Goode,EDGE,Dolphins,Dolphins,Signed,0.011000000000000001,27,1030000,1030000,MIA,MIA
Lucas Krull,TE,Broncos,Broncos,Signed,0.271,27,1030000,1030000,DEN,DEN
Irvin Charles,WR,Jets,Jets,Signed,0.009000000000000001,28,1030000,1030000,NYJ,NYJ
